Date,Time,SO2,NO,NO2,NOX,CO,O3,PM2.5,PM10,Temperature,RH,Solar_Rad,AQI,AQI_severity,Location
2024-03-23,08:00,76.55,56.12,25.44,59.94,13.55,0.08,134.0,224.12,15.5,80.85,268.53,192.0,Unhealthy,Mymensingh
2024-03-23,08:00,275.91,85.41,89.01,204.19,5.71,0.13,190.97,156.89,16.03,80.74,952.4,241.0,Very Unhealthy,Rangpur
2024-03-23,09:00,249.67,71.2,377.28,262.47,3.1,0.02,203.6,113.57,17.82,75.59,634.39,254.0,Very Unhealthy,Dhaka
2024-03-23,09:00,190.15,7.91,125.09,193.37,14.26,0.02,109.49,181.92,34.05,72.91,500.83,181.0,Unhealthy,Chattogram
2024-03-23,09:00,292.57,48.01,90.43,39.84,29.97,0.06,205.49,228.23,22.65,82.93,167.01,297.0,Very Unhealthy,Khulna
2024-03-23,09:00,103.64,154.06,84.33,325.53,14.92,0.04,285.74,254.9,16.68,58.15,810.78,329.0,Hazardous,Rajshahi
2024-03-23,09:00,249.69,63.87,103.32,203.33,0.8,0.1,291.79,201.31,25.73,70.73,708.52,334.0,Hazardous,Barisal
2024-03-23,09:00,63.88,70.22,27.9,55.77,1.99,0.1,114.31,254.9,20.2,73.08,403.25,187.0,Unhealthy,Sylhet
2024-03-23,09:00,7.43,65.79,49.17,381.26,5.0,0.07,180.01,141.65,10.23,50.0,882.13,230.0,Very Unhealthy,Mymensingh
2024-03-23,09:00,42.82,43.63,103.35,227.87,15.19,0.04,269.67,145.76,16.48,91.26,113.88,316.0,Hazardous,Rangpur
2024-03-23,10:00,137.19,159.31,66.52,248.48,1.64,0.11,76.49,308.91,33.07,51.86,580.24,205.0,Very Unhealthy,Dhaka
2024-03-23,10:00,188.33,94.52,147.12,143.9,21.77,0.12,231.63,135.7,16.88,88.79,251.26,281.0,Very Unhealthy,Chattogram
2024-03-23,10:00,149.09,45.32,23.08,228.76,10.67,0.03,10.06,34.2,31.26,87.58,540.3,134.0,Unhealthy for Sensitive Groups,Khulna
2024-03-23,10:00,179.68,182.38,149.3,187.68,7.23,0.02,104.13,311.42,15.88,55.3,675.56,179.0,Unhealthy,Rajshahi
2024-03-23,10:00,115.58,65.54,335.73,156.67,11.33,0.14,71.43,249.92,29.08,68.33,613.55,237.0,Very Unhealthy,Barisal
2024-03-23,10:00,215.77,61.7,340.14,343.83,22.98,0.04,26.42,74.11,16.73,78.71,285.91,251.0,Very Unhealthy,Sylhet
2024-03-23,10:00,29.22,125.43,19.99,225.21,17.57,0.09,68.76,276.59,28.58,89.87,599.62,215.0,Very Unhealthy,Mymensingh
2024-03-23,10:00,110.14,158.65,323.49,96.52,19.94,0.12,152.39,121.96,30.02,60.03,424.82,231.0,Very Unhealthy,Rangpur
2024-03-23,11:00,69.0,30.45,366.83,91.05,4.61,0.02,241.35,254.38,18.61,90.7,814.88,291.0,Very Unhealthy,Dhaka
2024-03-23,11:00,188.31,26.9,36.16,392.93,10.89,0.12,257.41,382.57,12.83,84.59,314.12,307.0,Hazardous,Chattogram
2024-03-23,11:00,73.95,158.23,206.26,267.78,4.52,0.02,252.13,176.89,32.67,64.01,721.9,302.0,Hazardous,Khulna
2024-03-23,11:00,242.73,42.35,194.7,265.04,2.73,0.02,102.06,198.89,30.54,91.94,115.95,175.0,Unhealthy,Rajshahi
2024-03-23,11:00,223.99,194.88,319.47,172.49,22.93,0.04,185.7,308.3,21.21,76.21,620.39,250.0,Very Unhealthy,Barisal
2024-03-23,11:00,68.97,73.94,387.3,231.91,23.04,0.1,129.41,255.51,26.61,92.49,177.96,251.0,Very Unhealthy,Sylhet
2024-03-23,11:00,129.22,123.46,33.89,131.38,12.58,0.05,249.48,58.67,29.27,75.1,896.77,299.0,Very Unhealthy,Mymensingh
2024-03-23,11:00,113.5,81.89,169.06,40.09,12.87,0.1,55.63,109.64,16.17,87.54,984.13,187.0,Unhealthy,Rangpur
2024-03-23,12:00,174.53,85.51,220.29,218.27,27.39,0.13,47.13,202.87,30.18,94.98,547.95,280.0,Very Unhealthy,Dhaka
2024-03-23,12:00,37.47,180.71,329.24,116.52,8.75,0.04,272.27,379.99,29.54,88.47,536.11,318.0,Hazardous,Chattogram
2024-03-23,12:00,218.24,114.43,167.27,382.04,15.81,0.11,44.14,360.52,28.41,69.54,838.99,209.0,Very Unhealthy,Khulna
2024-03-23,12:00,15.35,100.11,33.63,89.79,6.28,0.14,243.48,130.32,31.39,51.27,104.19,293.0,Very Unhealthy,Rajshahi
2024-03-23,12:00,275.3,173.53,385.48,176.46,1.69,0.07,125.8,310.03,31.13,73.74,904.95,188.0,Unhealthy,Barisal
2024-03-23,12:00,171.6,18.38,322.39,149.04,25.27,0.02,152.98,201.89,29.96,64.87,857.81,266.0,Very Unhealthy,Sylhet
2024-03-23,12:00,33.7,99.91,322.59,128.93,20.25,0.09,287.16,273.48,33.81,92.32,341.95,330.0,Hazardous,Mymensingh
2024-03-23,12:00,252.68,93.83,84.99,206.86,29.38,0.13,238.92,257.28,29.19,90.31,472.21,293.0,Very Unhealthy,Rangpur
2024-03-23,13:00,273.79,55.69,177.94,44.97,24.42,0.13,190.24,278.9,12.37,69.68,959.63,260.0,Very Unhealthy,Dhaka
2024-03-23,13:00,45.86,23.09,156.59,318.24,23.01,0.09,201.99,398.41,18.01,56.01,602.21,263.0,Very Unhealthy,Chattogram
2024-03-23,13:00,53.68,198.37,78.82,186.23,12.62,0.02,274.08,76.01,30.24,86.51,229.94,320.0,Hazardous,Khulna
2024-03-23,13:00,125.74,83.09,321.23,203.62,10.3,0.15,108.49,226.01,15.76,61.88,826.46,247.0,Very Unhealthy,Rajshahi
2024-03-23,13:00,207.2,14.28,230.41,315.39,25.28,0.11,149.18,227.11,34.65,85.12,187.79,266.0,Very Unhealthy,Barisal
2024-03-23,13:00,150.89,169.04,303.39,132.91,4.06,0.14,10.29,187.3,18.32,76.93,846.56,237.0,Very Unhealthy,Sylhet
2024-03-23,13:00,21.1,89.97,241.95,258.41,28.81,0.05,282.62,72.7,30.68,94.37,359.14,327.0,Hazardous,Mymensingh
2024-03-23,13:00,66.44,29.02,307.55,166.66,26.4,0.02,132.58,204.83,26.71,79.39,649.7,273.0,Very Unhealthy,Rangpur
2024-03-23,14:00,241.46,111.02,384.49,189.99,13.82,0.09,179.6,145.89,21.89,88.95,59.91,230.0,Very Unhealthy,Dhaka
2024-03-23,14:00,149.14,78.34,300.84,171.05,23.53,0.08,234.94,102.34,25.22,77.69,342.54,285.0,Very Unhealthy,Chattogram
2024-03-23,14:00,25.94,91.47,48.71,318.81,14.2,0.06,52.76,166.56,17.74,87.26,786.09,180.0,Unhealthy,Khulna
2024-03-23,14:00,73.01,149.57,35.71,361.1,1.24,0.06,213.62,176.3,30.78,71.5,251.11,264.0,Very Unhealthy,Rajshahi
2024-03-23,14:00,137.09,54.64,74.79,49.07,26.43,0.09,148.99,127.76,26.07,82.79,98.05,274.0,Very Unhealthy,Barisal
2024-03-23,14:00,92.23,128.54,226.36,366.57,3.28,0.09,149.3,245.74,18.84,55.51,112.14,199.0,Unhealthy,Sylhet
2024-03-23,14:00,67.6,116.19,262.61,379.37,29.44,0.01,268.9,279.22,14.94,68.68,110.65,316.0,Hazardous,Mymensingh
2024-03-23,14:00,132.8,138.64,55.21,47.61,25.47,0.1,145.24,331.34,16.2,65.87,597.74,267.0,Very Unhealthy,Rangpur
2024-03-23,15:00,183.9,171.16,66.23,296.37,5.88,0.07,16.58,210.9,14.68,62.37,285.86,150.0,Unhealthy for Sensitive Groups,Dhaka
2024-03-23,15:00,252.27,148.5,75.14,41.66,18.5,0.12,284.05,110.4,14.88,89.36,547.61,328.0,Hazardous,Chattogram
2024-03-23,15:00,168.32,107.06,333.01,234.38,7.49,0.09,71.68,256.23,29.26,57.42,156.56,161.0,Unhealthy,Khulna
2024-03-23,15:00,154.2,88.46,60.38,154.01,21.61,0.02,290.66,322.62,11.77,84.63,554.1,333.0,Hazardous,Rajshahi
2024-03-23,15:00,60.79,107.81,398.07,128.53,3.32,0.03,68.36,156.5,22.12,76.18,714.16,158.0,Unhealthy,Barisal
2024-03-23,15:00,156.87,167.87,51.39,323.05,23.28,0.13,109.9,124.41,29.27,53.73,553.45,253.0,Very Unhealthy,Sylhet
2024-03-23,15:00,95.83,129.57,305.66,352.99,13.94,0.07,170.34,144.24,18.68,50.92,503.0,221.0,Very Unhealthy,Mymensingh
2024-03-23,15:00,114.01,98.6,90.53,137.83,9.41,0.04,130.48,78.82,12.33,90.65,268.05,190.0,Unhealthy,Rangpur
2024-03-23,16:00,296.53,98.34,243.49,30.89,26.47,0.1,264.93,251.15,23.07,52.94,378.87,312.0,Hazardous,Dhaka
2024-03-23,16:00,41.99,193.45,198.35,311.88,8.84,0.14,87.8,281.09,11.25,77.83,785.12,237.0,Very Unhealthy,Chattogram
2024-03-23,16:00,82.55,124.25,341.92,150.95,3.43,0.07,195.85,163.58,30.98,59.87,344.24,246.0,Very Unhealthy,Khulna
2024-03-23,16:00,143.71,82.33,68.63,236.78,26.54,0.04,35.54,374.42,11.17,64.91,711.08,274.0,Very Unhealthy,Rajshahi
2024-03-23,16:00,173.41,77.78,378.82,217.72,3.89,0.08,275.95,150.1,29.6,67.61,598.19,321.0,Hazardous,Barisal
2024-03-23,16:00,144.8,188.91,118.98,223.46,17.48,0.15,97.94,256.95,21.76,84.39,306.68,247.0,Very Unhealthy,Sylhet
2024-03-23,16:00,111.82,175.94,383.4,252.31,7.04,0.14,266.31,341.89,18.19,92.47,627.78,314.0,Hazardous,Mymensingh
2024-03-23,16:00,262.08,198.38,11.62,90.89,29.36,0.08,253.72,156.35,22.04,77.18,884.55,304.0,Hazardous,Rangpur
2024-03-23,17:00,238.07,121.54,142.92,187.29,4.98,0.06,68.03,237.07,12.88,74.63,216.65,173.0,Unhealthy,Dhaka
2024-03-23,17:00,79.77,199.31,182.48,398.45,12.01,0.07,176.87,279.88,28.7,92.64,95.33,227.0,Very Unhealthy,Chattogram
2024-03-23,17:00,299.24,46.37,23.12,143.08,22.18,0.1,128.78,86.36,15.51,94.15,691.57,245.0,Very Unhealthy,Khulna
2024-03-23,17:00,217.8,23.8,155.81,230.68,20.56,0.09,159.36,313.63,14.93,55.75,941.21,235.0,Very Unhealthy,Rajshahi
2024-03-23,17:00,105.77,33.8,244.73,103.95,25.96,0.05,273.76,363.93,24.89,66.68,315.63,320.0,Hazardous,Barisal
2024-03-23,17:00,184.26,46.23,321.38,193.23,4.9,0.06,160.18,340.91,16.99,83.78,452.95,211.0,Very Unhealthy,Sylhet
2024-03-23,17:00,36.5,24.63,46.41,224.96,22.41,0.05,227.5,376.5,31.5,65.05,784.94,277.0,Very Unhealthy,Mymensingh
2024-03-23,17:00,242.16,9.91,323.95,66.14,9.81,0.15,210.15,160.71,25.17,54.44,131.66,260.0,Very Unhealthy,Rangpur
2024-03-23,18:00,9.75,97.6,309.92,272.34,26.27,0.12,56.97,397.85,20.18,56.66,861.78,273.0,Very Unhealthy,Dhaka
2024-03-23,18:00,224.4,43.23,232.12,183.04,15.61,0.08,136.35,322.02,24.37,80.13,662.34,202.0,Very Unhealthy,Chattogram
2024-03-23,18:00,59.53,107.85,291.87,104.05,11.43,0.06,190.49,217.56,31.66,64.7,457.14,241.0,Very Unhealthy,Khulna
2024-03-23,18:00,84.27,123.81,340.83,370.47,7.06,0.14,195.78,386.83,21.77,50.65,879.74,247.0,Very Unhealthy,Rajshahi
2024-03-23,18:00,19.01,78.78,132.51,38.78,14.76,0.02,268.38,113.04,33.42,72.98,598.85,315.0,Hazardous,Barisal
2024-03-23,18:00,139.64,162.32,15.0,192.99,7.72,0.01,121.48,125.08,29.36,63.61,79.25,185.0,Unhealthy,Sylhet
2024-03-23,18:00,99.06,138.98,273.82,146.86,3.96,0.01,53.08,47.64,18.72,86.72,100.03,144.0,Unhealthy for Sensitive Groups,Mymensingh
2024-03-23,18:00,40.6,182.44,102.19,42.7,22.68,0.11,122.21,193.16,28.36,57.68,542.24,249.0,Very Unhealthy,Rangpur
2024-03-23,19:00,226.98,146.45,179.19,46.94,6.39,0.07,145.88,373.26,21.71,82.19,298.53,227.0,Very Unhealthy,Dhaka
2024-03-23,19:00,66.55,113.52,31.9,286.37,12.38,0.14,152.79,206.76,32.24,79.9,147.18,237.0,Very Unhealthy,Chattogram
2024-03-23,19:00,175.41,51.92,185.97,29.68,26.13,0.12,108.58,138.26,16.54,60.66,644.31,272.0,Very Unhealthy,Khulna
2024-03-23,19:00,151.49,169.26,204.61,242.39,14.24,0.1,137.31,294.58,28.48,55.21,96.36,193.0,Unhealthy,Rajshahi
2024-03-23,19:00,9.08,182.77,270.1,58.39,22.58,0.01,205.95,62.63,30.67,79.28,862.15,256.0,Very Unhealthy,Barisal
2024-03-23,19:00,192.99,161.19,324.69,276.82,27.11,0.12,21.02,149.22,25.02,87.5,351.61,278.0,Very Unhealthy,Sylhet
2024-03-23,19:00,107.79,93.67,63.23,43.38,23.02,0.15,180.81,320.21,11.99,87.03,659.28,251.0,Very Unhealthy,Mymensingh
2024-03-23,19:00,134.96,11.47,30.76,399.07,27.14,0.08,39.07,368.72,32.58,53.77,453.94,278.0,Very Unhealthy,Rangpur
2024-03-23,20:00,159.73,167.48,324.22,208.75,6.98,0.06,262.83,346.5,19.75,81.55,506.47,311.0,Hazardous,Dhaka
2024-03-23,20:00,33.18,106.89,357.79,247.66,29.65,0.03,296.88,198.92,18.61,74.43,704.02,338.0,Hazardous,Chattogram
2024-03-23,20:00,153.04,18.32,297.15,239.46,27.88,0.06,87.77,249.76,30.19,59.46,324.34,283.0,Very Unhealthy,Khulna
2024-03-23,20:00,208.02,194.84,108.95,268.43,7.11,0.12,30.47,137.99,15.18,78.62,622.04,216.0,Very Unhealthy,Rajshahi
2024-03-23,20:00,155.12,79.08,60.08,389.09,19.57,0.02,275.31,275.29,27.58,60.23,737.89,321.0,Hazardous,Barisal
2024-03-23,20:00,222.38,148.98,107.6,120.36,26.11,0.13,284.33,372.3,13.24,57.68,410.97,328.0,Hazardous,Sylhet
2024-03-23,20:00,260.04,35.49,72.11,55.03,21.5,0.11,241.89,68.28,32.03,75.66,769.33,292.0,Very Unhealthy,Mymensingh
2024-03-23,20:00,50.35,54.26,13.91,195.76,15.61,0.01,164.62,90.41,23.53,53.14,99.84,215.0,Very Unhealthy,Rangpur
2024-03-23,21:00,112.92,104.73,332.64,103.39,14.69,0.05,114.1,130.04,33.81,82.46,606.82,188.0,Unhealthy,Dhaka
2024-03-23,21:00,266.89,3.22,311.4,170.43,26.89,0.08,85.94,226.85,32.88,84.57,486.34,277.0,Very Unhealthy,Chattogram
2024-03-23,21:00,38.24,114.17,342.06,259.16,12.59,0.14,286.85,349.83,24.18,56.41,274.17,330.0,Hazardous,Khulna
2024-03-23,21:00,142.52,40.44,224.07,220.78,25.42,0.14,174.7,50.32,25.69,83.32,567.07,267.0,Very Unhealthy,Rajshahi
2024-03-23,21:00,132.0,191.73,111.1,154.92,9.01,0.09,197.45,258.52,10.3,82.82,99.95,248.0,Very Unhealthy,Barisal
2024-03-23,21:00,211.05,199.02,173.88,26.92,14.66,0.14,130.83,294.16,12.08,72.9,263.62,237.0,Very Unhealthy,Sylhet
2024-03-23,21:00,295.81,195.49,146.27,313.24,28.57,0.15,161.52,336.89,24.76,82.4,608.29,288.0,Very Unhealthy,Mymensingh
2024-03-23,21:00,175.14,92.67,192.15,258.09,4.8,0.02,86.65,321.38,13.37,84.33,742.25,184.0,Unhealthy,Rangpur
2024-03-23,22:00,53.76,13.1,232.61,85.27,3.15,0.07,177.28,230.56,26.06,83.65,470.51,228.0,Very Unhealthy,Dhaka
2024-03-23,22:00,150.1,175.06,349.9,357.59,26.7,0.1,37.54,239.36,20.04,81.38,933.22,275.0,Very Unhealthy,Chattogram
2024-03-23,22:00,68.68,52.69,36.61,207.41,13.29,0.1,109.76,306.17,31.04,88.86,891.45,187.0,Unhealthy,Khulna
2024-03-23,22:00,260.17,162.7,120.9,135.7,16.02,0.05,198.25,313.35,28.06,56.19,571.44,248.0,Very Unhealthy,Rajshahi
2024-03-23,22:00,116.32,162.36,153.33,100.25,12.98,0.13,202.54,62.39,32.08,89.99,625.86,253.0,Very Unhealthy,Barisal
2024-03-23,22:00,117.47,82.77,211.57,368.43,1.36,0.05,203.27,150.11,29.52,58.77,686.25,253.0,Very Unhealthy,Sylhet
2024-03-23,22:00,31.13,113.2,240.3,175.88,29.46,0.09,173.04,137.35,15.99,80.94,70.43,294.0,Very Unhealthy,Mymensingh
2024-03-23,22:00,112.56,198.95,271.26,294.63,28.24,0.05,237.78,390.14,14.97,72.57,106.28,287.0,Very Unhealthy,Rangpur
2024-03-23,23:00,203.27,141.69,336.62,96.59,27.47,0.14,253.47,21.99,34.1,83.67,956.78,303.0,Hazardous,Dhaka
2024-03-23,23:00,136.33,10.99,140.36,394.78,7.0,0.01,153.51,175.08,11.41,89.53,699.04,204.0,Very Unhealthy,Chattogram
2024-03-23,23:00,257.57,111.5,220.57,335.01,23.88,0.03,277.42,365.08,11.0,81.15,378.17,322.0,Hazardous,Khulna
2024-03-23,23:00,283.75,71.79,124.28,337.39,12.79,0.12,107.85,79.7,26.19,58.17,252.36,216.0,Very Unhealthy,Rajshahi
2024-03-23,23:00,293.25,15.69,39.33,386.11,26.45,0.01,40.23,361.51,33.66,57.72,266.28,274.0,Very Unhealthy,Barisal
2024-03-23,23:00,296.44,152.52,289.37,76.4,10.09,0.05,101.68,162.98,18.83,55.28,867.06,197.0,Unhealthy,Sylhet
2024-03-23,23:00,226.35,155.37,375.87,27.45,2.43,0.03,29.2,135.15,18.38,79.05,463.04,168.0,Unhealthy,Mymensingh
2024-03-23,23:00,282.22,188.45,282.31,152.29,17.79,0.08,285.81,26.64,34.79,87.37,345.57,329.0,Hazardous,Rangpur
2024-03-24,00:00,161.96,195.73,77.39,294.04,16.84,0.09,189.7,300.9,20.71,84.16,361.81,240.0,Very Unhealthy,Dhaka
2024-03-24,00:00,291.22,199.19,329.04,87.76,25.08,0.01,235.82,206.95,32.84,55.19,409.82,286.0,Very Unhealthy,Chattogram
2024-03-24,00:00,128.97,179.28,288.96,386.23,16.54,0.11,59.27,78.26,14.33,71.72,918.3,208.0,Very Unhealthy,Khulna
2024-03-24,00:00,261.68,122.86,126.54,281.87,15.23,0.07,283.22,261.18,11.27,88.09,656.33,327.0,Hazardous,Rajshahi
2024-03-24,00:00,153.82,74.06,187.7,67.67,16.74,0.01,21.89,58.27,28.5,50.58,652.44,209.0,Very Unhealthy,Barisal
2024-03-24,00:00,197.86,22.72,234.1,92.65,2.97,0.12,244.84,74.91,19.23,60.23,67.4,294.0,Very Unhealthy,Sylhet
2024-03-24,00:00,240.25,49.67,143.22,251.92,21.14,0.05,98.92,61.52,25.76,93.54,689.22,238.0,Very Unhealthy,Mymensingh
2024-03-24,00:00,81.41,55.52,260.13,41.37,29.21,0.04,179.47,198.17,24.71,91.4,598.44,292.0,Very Unhealthy,Rangpur
2024-03-24,01:00,133.2,106.73,27.56,262.79,11.66,0.14,279.24,133.0,11.15,90.82,820.4,324.0,Hazardous,Dhaka
2024-03-24,01:00,249.17,98.61,199.38,311.74,29.2,0.04,254.7,234.38,25.9,80.32,652.37,304.0,Hazardous,Chattogram
2024-03-24,01:00,203.51,134.61,377.66,240.63,20.45,0.15,284.14,286.43,25.74,83.14,989.2,328.0,Hazardous,Khulna
2024-03-24,01:00,28.59,84.59,10.1,329.26,23.14,0.14,28.79,286.71,15.22,87.18,229.21,252.0,Very Unhealthy,Rajshahi
2024-03-24,01:00,195.83,4.34,215.28,347.18,29.45,0.08,61.02,289.57,10.45,77.29,527.66,294.0,Very Unhealthy,Barisal
2024-03-24,01:00,299.27,176.48,147.0,180.63,27.26,0.07,54.17,55.5,31.66,83.43,237.74,279.0,Very Unhealthy,Sylhet
2024-03-24,01:00,179.97,174.01,32.1,207.94,7.57,0.1,62.99,54.12,32.59,88.48,706.32,187.0,Unhealthy,Mymensingh
2024-03-24,01:00,186.37,34.55,248.49,120.08,18.34,0.05,93.27,282.22,17.66,71.79,197.82,220.0,Very Unhealthy,Rangpur
2024-03-24,02:00,21.3,114.24,274.47,35.24,21.54,0.06,202.09,22.17,26.43,86.95,969.42,252.0,Very Unhealthy,Dhaka
2024-03-24,02:00,180.54,67.36,213.71,189.42,27.43,0.07,225.28,44.56,21.47,56.56,354.42,280.0,Very Unhealthy,Chattogram
2024-03-24,02:00,290.99,187.38,243.09,327.01,24.18,0.13,143.5,338.02,10.96,83.01,852.46,259.0,Very Unhealthy,Khulna
2024-03-24,02:00,122.92,143.69,44.42,333.63,5.14,0.03,64.04,23.94,15.98,66.69,676.04,155.0,Unhealthy,Rajshahi
2024-03-24,02:00,121.51,111.56,249.7,387.76,20.7,0.09,29.76,284.08,31.13,53.86,821.82,236.0,Very Unhealthy,Barisal
2024-03-24,02:00,229.05,133.43,86.59,303.86,7.51,0.03,152.58,142.37,21.27,60.91,829.77,203.0,Very Unhealthy,Sylhet
2024-03-24,02:00,240.18,198.35,101.68,330.84,9.82,0.04,127.83,316.58,29.12,93.29,149.44,188.0,Unhealthy,Mymensingh
2024-03-24,02:00,135.03,38.23,220.16,306.59,2.33,0.14,12.64,330.37,29.16,93.21,108.02,237.0,Very Unhealthy,Rangpur
2024-03-24,03:00,295.37,151.48,238.35,227.05,17.34,0.02,69.56,262.78,22.09,93.81,430.38,213.0,Very Unhealthy,Dhaka
2024-03-24,03:00,194.4,56.72,205.44,199.89,0.96,0.07,142.17,197.19,22.97,76.82,232.55,196.0,Unhealthy,Chattogram
2024-03-24,03:00,105.24,195.51,376.98,398.24,23.84,0.1,22.28,217.34,25.48,89.89,149.07,256.0,Very Unhealthy,Khulna
2024-03-24,03:00,250.64,19.96,116.9,284.31,26.89,0.1,107.52,150.86,14.07,94.42,780.13,277.0,Very Unhealthy,Rajshahi
2024-03-24,03:00,7.11,75.32,126.62,170.44,2.9,0.01,298.12,349.9,18.51,68.87,206.05,339.0,Hazardous,Barisal
2024-03-24,03:00,24.16,45.6,184.51,292.99,23.15,0.05,107.96,337.46,25.3,52.97,875.92,252.0,Very Unhealthy,Sylhet
2024-03-24,03:00,81.68,150.76,182.43,306.26,23.41,0.04,157.85,89.59,34.72,88.57,901.85,254.0,Very Unhealthy,Mymensingh
2024-03-24,03:00,67.28,113.17,300.31,126.38,6.27,0.13,212.78,340.81,27.54,85.73,748.94,263.0,Very Unhealthy,Rangpur
2024-03-24,04:00,283.31,13.2,269.96,158.83,20.0,0.11,274.35,196.43,20.2,71.05,87.84,320.0,Hazardous,Dhaka
2024-03-24,04:00,120.51,143.08,396.98,386.27,3.94,0.08,186.45,211.99,17.23,93.15,118.12,237.0,Very Unhealthy,Chattogram
2024-03-24,04:00,221.81,61.17,237.32,83.44,17.28,0.11,203.68,55.64,31.89,84.93,399.03,254.0,Very Unhealthy,Khulna
2024-03-24,04:00,113.18,36.54,282.14,229.3,24.62,0.1,199.38,191.28,33.81,73.96,260.55,262.0,Very Unhealthy,Rajshahi
2024-03-24,04:00,19.14,101.6,399.62,366.38,2.42,0.06,111.29,361.84,23.4,51.32,787.4,211.0,Very Unhealthy,Barisal
2024-03-24,04:00,114.22,48.53,301.76,399.01,4.67,0.15,156.32,241.87,18.54,64.14,68.13,247.0,Very Unhealthy,Sylhet
2024-03-24,04:00,156.99,8.48,231.87,65.54,10.61,0.14,212.56,179.67,32.77,65.31,108.77,263.0,Very Unhealthy,Mymensingh
2024-03-24,04:00,35.21,176.27,47.99,84.82,21.96,0.05,14.88,253.88,26.96,85.7,76.67,244.0,Very Unhealthy,Rangpur
2024-03-24,05:00,146.7,157.75,320.69,230.56,1.17,0.14,265.29,196.48,21.03,75.99,873.99,313.0,Hazardous,Dhaka
2024-03-24,05:00,60.08,76.23,368.1,222.71,9.79,0.14,188.45,43.65,13.95,52.97,627.65,239.0,Very Unhealthy,Chattogram
2024-03-24,05:00,214.83,115.34,58.7,254.84,5.46,0.08,244.95,273.36,18.78,58.29,393.94,295.0,Very Unhealthy,Khulna
2024-03-24,05:00,30.7,99.99,262.47,299.9,20.61,0.15,28.18,229.37,31.7,91.23,72.52,247.0,Very Unhealthy,Rajshahi
2024-03-24,05:00,269.37,120.11,173.95,151.59,0.63,0.05,237.33,342.56,13.14,58.9,465.31,287.0,Very Unhealthy,Barisal
2024-03-24,05:00,150.55,195.87,370.02,373.06,6.37,0.05,116.02,84.73,23.16,69.58,424.01,182.0,Unhealthy,Sylhet
2024-03-24,05:00,146.42,180.81,398.35,312.58,25.1,0.11,247.19,330.03,17.39,63.29,967.51,297.0,Very Unhealthy,Mymensingh
2024-03-24,05:00,54.8,180.7,36.33,387.13,12.0,0.05,51.82,28.42,28.9,94.56,153.97,143.0,Unhealthy for Sensitive Groups,Rangpur
2024-03-24,06:00,208.19,96.93,299.1,199.94,10.7,0.11,125.32,138.72,24.02,88.62,313.05,205.0,Very Unhealthy,Dhaka
2024-03-24,06:00,75.74,27.9,357.95,279.45,13.99,0.14,190.1,180.13,23.67,54.18,533.33,240.0,Very Unhealthy,Chattogram
2024-03-24,06:00,210.12,131.53,317.51,330.8,5.22,0.07,59.59,294.71,11.69,66.08,213.03,171.0,Unhealthy,Khulna
2024-03-24,06:00,139.54,69.5,156.79,32.2,20.02,0.02,151.87,365.19,30.95,88.68,724.93,231.0,Very Unhealthy,Rajshahi
2024-03-24,06:00,271.02,18.3,161.45,65.16,16.46,0.08,226.98,24.74,12.62,91.71,831.69,277.0,Very Unhealthy,Barisal
2024-03-24,06:00,170.75,11.35,68.31,252.48,18.43,0.14,223.45,381.15,15.8,69.18,72.94,273.0,Very Unhealthy,Sylhet
2024-03-24,06:00,87.93,93.31,294.92,30.98,17.65,0.14,105.95,201.33,29.9,69.46,424.46,237.0,Very Unhealthy,Mymensingh
2024-03-24,06:00,69.07,13.1,230.55,66.47,10.48,0.03,167.85,348.88,13.3,80.24,295.3,218.0,Very Unhealthy,Rangpur
2024-03-24,07:00,98.48,78.0,36.6,161.16,17.04,0.08,83.82,210.52,24.61,93.87,538.31,211.0,Very Unhealthy,Dhaka
2024-03-24,07:00,150.28,146.47,252.09,159.73,28.2,0.1,49.02,137.18,13.49,80.15,879.11,285.0,Very Unhealthy,Chattogram
2024-03-24,07:00,35.52,77.17,261.64,174.67,19.99,0.08,227.26,318.25,33.06,76.1,160.75,277.0,Very Unhealthy,Khulna
2024-03-24,07:00,208.18,62.44,165.59,380.65,17.71,0.04,214.13,397.89,18.51,75.14,111.38,264.0,Very Unhealthy,Rajshahi
2024-03-24,07:00,166.91,162.05,361.91,88.41,25.92,0.05,220.79,311.59,31.81,78.71,206.43,271.0,Very Unhealthy,Barisal
2024-03-24,07:00,72.24,60.37,260.94,221.33,8.63,0.12,272.17,307.64,12.56,72.72,851.75,318.0,Hazardous,Sylhet
2024-03-24,07:00,40.71,168.8,121.27,179.18,16.17,0.08,188.19,163.76,12.87,82.85,161.26,238.0,Very Unhealthy,Mymensingh
2024-03-24,07:00,41.14,29.71,274.2,191.26,21.28,0.05,257.32,396.39,11.59,69.0,616.21,306.0,Hazardous,Rangpur
2024-03-24,08:00,236.35,126.6,160.67,341.13,27.94,0.09,29.68,256.23,18.37,64.38,204.79,284.0,Very Unhealthy,Dhaka
2024-03-24,08:00,71.12,101.08,27.82,142.6,15.57,0.1,108.26,42.33,19.47,94.39,586.89,201.0,Very Unhealthy,Chattogram
2024-03-24,08:00,73.14,169.6,369.3,144.19,14.96,0.1,296.67,231.61,27.87,54.37,74.07,338.0,Hazardous,Khulna
2024-03-24,08:00,172.84,151.76,218.76,28.18,15.45,0.07,264.03,269.5,32.36,66.21,477.05,312.0,Hazardous,Rajshahi
